section,pddl_item,evidence,evidence_kind,unique,status,notes
objects,obj12,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj11,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
init,(package obj11),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj12),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj13),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj21),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj22),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj23),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj31),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj32),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj33),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj41),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj42),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj43),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj51),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj52),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj53),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj61),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj62),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj63),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj71),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj72),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj73),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj81),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj82),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj83),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj91),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj92),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj93),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj101),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj102),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj103),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj111),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj112),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj113),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj121),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj122),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj123),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj131),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj132),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj133),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj141),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj142),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(package obj143),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru1),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru2),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru3),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru4),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru5),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru6),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru7),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru8),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru9),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru10),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru11),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru12),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru13),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(truck tru14),"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,The bounded package/truck/airplane construction yields exactly this unary type atom.
init,(city cit1),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit2),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit3),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit4),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit5),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit6),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit7),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit8),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit9),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit10),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit11),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit12),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit13),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(city cit14),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos1),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt1),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos2),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt2),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos3),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt3),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos4),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt4),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos5),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt5),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos6),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt6),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos7),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt7),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos8),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt8),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos9),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt9),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos10),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt10),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos11),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt11),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos12),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt12),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos13),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt13),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location pos14),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(location apt14),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
init,(airport apt1),"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,The bounded city/location rule yields exactly this unary type atom.
